,sample
53458,TXNRD1
53459,IGKV1-32
53460,UBE2E1
53461,UBE2E3
53462,C3P1
53463,SNORD72
53464,CNGA1
53465,CNGA2
53466,CNGA3
53467,CNGA4
53468,SNORD77
53469,SNORD74
53470,SNORD75
53471,MIR1307
53472,MIR1306
53473,SNORD78
53474,MIR1304
53475,MIR1303
53476,MIR1301
53477,RP11-818C3.1
53478,RN7SL592P
53479,RP11-96C23.9
53480,AL354680.1
53481,AC104978.1
53482,RNU4-67P
53483,RPL7L1
53484,DUSP19
53485,RP11-96D24.1
53486,RP11-794M8.1
53487,DUSP18
53488,OR9L1P
53489,CCDC47
53490,CCDC43
53491,CCDC42
53492,CCDC40
53493,AL512385.1
53494,AC091320.1
53495,CTD-2651B20.8
53496,ALG1L9P
53497,CTD-3032H12.3
53498,ENTPD3-AS1
53499,SEPHS1P4
53500,SLC25A20P1
53501,COASY
53502,SEPHS1P7
53503,MTND1P1
53504,SEPHS1P1
53505,RP5-1053E7.3
53506,SLMO2P1
53507,CDKL5
53508,CDKL4
53509,CDKL1
53510,MAGEA13P
53511,CDKL3
53512,CDKL2
53513,FBXO22
53514,FBXO21
53515,FBXO27
53516,DUSP13
53517,FBXO25
53518,FBXO24
53519,RP11-30P6.6
53520,MCM8
53521,YBX1P10
53522,RP11-170N16.3
53523,HINT2P1
53524,RP11-170N16.2
53525,RP11-259K15.2
53526,AIM1
53527,AIM2
53528,CTA-714B7.4
53529,CTA-714B7.7
53530,DLGAP1-AS4
53531,RP13-147D17.1
53532,AC006227.1
53533,UNC80
53534,FAM107A
53535,FAM107B
53536,MCMBP
53537,SRXN1
53538,VWA8-AS1
53539,RP11-573D15.9
53540,RP11-573D15.8
53541,RP11-533N14.3
53542,RP11-573D15.1
53543,RP11-573D15.3
53544,RP11-573D15.2
53545,RP11-63P12.2
53546,RP11-6B19.1
53547,RP11-63P12.7
53548,RNU1-44P
53549,RNA5SP421
53550,EGLN1P1
53551,CTD-2506J14.1
53552,IQGAP1
53553,IQGAP2
53554,IQGAP3
53555,AF213884.3
53556,XXYLT1
53557,AF213884.2
53558,AL121761.1
53559,RP3-405J10.5
53560,RP11-12A2.1
53561,RP11-12A2.3
53562,RPL36AP6
53563,RP3-430N8.10
53564,ZG16B
53565,AC023824.1
53566,RP1-14D6.7
53567,PCMTD2
53568,RP11-106D4.2
53569,PCMTD1
53570,CTD-2540F13.2
53571,RP11-225N10.1
53572,RP11-225N10.3
53573,TPM3P3
53574,RP11-696D21.2
53575,AC010649.1
53576,TUBA4A
53577,TUBA4B
53578,AC019129.2
53579,RP11-58A17.4
53580,RP11-58A17.3
53581,RP11-58A17.2
53582,FIBP
53583,FAM181A-AS1
53584,SNORA59B
53585,RP1-310O13.7
53586,RN7SL621P
53587,RP11-598P20.5
53588,POU2F2
53589,POU2F3
53590,POU2F1
53591,C1orf127
53592,C1orf122
53593,C1orf123
53594,PCCB
53595,OR10C1
53596,PCCA
53597,LRRC16A
53598,SIVA1
53599,LRRC16B
53600,RP11-290C10.1
53601,CTD-2260A17.1
53602,RP11-261C10.7
53603,RP11-496D1.2
53604,AP000266.7
53605,LL22NC03-102D1.16
53606,AC021052.1
53607,LRRC37A9P
53608,AC005559.3
53609,LL22NC03-102D1.18
53610,AC009159.1
53611,C15orf38-AP3S2
53612,TRERNA1
53613,RP11-712L6.5
53614,RP11-95H3.1
53615,RNU7-79P
53616,AC099754.1
53617,MIR143HG
53618,LINC01441
53619,RP11-712L6.7
53620,USP9YP19
53621,RP11-939C17.4
53622,LINC01447
53623,TOR1AIP2
53624,AL357932.1
53625,TOR1AIP1
53626,RNF185
53627,RNF187
53628,RNF186
53629,RNF181
53630,RNF180
53631,RNF183
53632,RNF182
53633,USP9YP15
53634,BMPR2
53635,ZBTB22
53636,AC244157.1
53637,ZBTB21
53638,CLVS1
53639,LINC01448
53640,ZBTB24
53641,ZBTB25
53642,AC093160.1
53643,EIF3IP1
53644,USP9YP16
53645,MS4A8
53646,RP11-798G7.8
53647,AC005786.6
53648,RNU6-1226P
53649,RPS2P7
53650,RPS2P6
53651,RPS2P5
53652,EEF1E1-BLOC1S5
53653,MIR433
53654,AC010975.1
53655,MIR431
53656,MS4A5
53657,RP11-324E6.8
53658,MROH1
53659,OR5F2P
53660,MS4A3
53661,SYT12
53662,SYT13
53663,SYT10
53664,SYT11
53665,SYT16
53666,SYT17
53667,SYT14
53668,SYT15
53669,AC005606.14
53670,AC007238.1
53671,RP1-209B5.2
53672,RBMY2UP
53673,RP11-729L2.2
53674,DIRC3-AS1
53675,CTB-78F1.1
53676,CTB-78F1.2
53677,RP11-12D16.2
53678,AC005609.16
53679,RP11-817I4.2
53680,SNORD88A
53681,RP11-362F19.3
53682,RP11-362F19.2
53683,RP11-362F19.1
53684,RP11-56L13.1
53685,RP11-56L13.6
53686,RP11-56L13.7
53687,RP11-56L13.4
53688,GPHN
53689,AL606500.1
53690,MBIP
53691,RP11-324H7.1
53692,RN7SKP106
53693,ATP6V1G3
53694,ATP6V1G2
53695,ATP6V1G1
53696,LAMTOR4
53697,OR4D8P
53698,RP11-324E6.6
53699,LAMTOR1
53700,LAMTOR2
53701,LAMTOR3
53702,MIR4472-2
53703,RP11-250B2.3
53704,DSC3
53705,CTD-2542C24.9
53706,CTD-2542C24.8
53707,RP4-575N6.5
53708,SHFM1P1
53709,CTD-2542C24.3
53710,RP4-575N6.2
53711,STRN4
53712,STRN3
53713,SDR16C5
53714,C10orf2
53715,RP4-625H18.2
53716,RP11-297N6.4
53717,KDR
53718,NDN
53719,Z99916.1
53720,RP11-360F5.3
53721,RP11-360F5.1
53722,AC027119.1
53723,MVB12B
53724,NDP
53725,MVB12A
53726,RP11-331K21.1
53727,AC026797.1
53728,AL160165.1
53729,HSD11B1L
53730,RP6-29D12.3
53731,RP13-228J13.10
53732,COL13A1
53733,GEMIN2P2
53734,GEMIN2P1
53735,RP11-517C16.2
53736,GPSM2
53737,GPSM3
53738,GPSM1
53739,RN7SL827P
53740,CSAG3
53741,CSAG2
53742,CSAG1
53743,AIMP2
53744,CTB-1I21.2
53745,CTB-1I21.1
53746,AIMP1
53747,RP11-203H2.2
53748,RP11-203H2.1
53749,MLANA
53750,SPATA24
53751,DDX3X
53752,HSH2D
53753,AC087393.1
53754,RP11-747D18.1
53755,RNU6-657P
53756,PRDM4
53757,VWA8
53758,RNU6-431P
53759,SOD1
53760,PRDM6
53761,RP11-48B14.1
53762,OR4A10P
53763,VPS33B
53764,VPS33A
53765,PRDM7
53766,MFSD1P1
53767,RP11-192B18.1
53768,RP11-529E10.7
53769,AC074366.3
53770,GYLTL1B
53771,AL592205.1
53772,AC005786.7
53773,LLNLR-276H7.1
53774,STAC2
53775,PRDM2
53776,FAM47E-STBD1
53777,SIRPB3P
53778,LRP1-AS
53779,ZBTB46-AS1
53780,MIR95
53781,RNU6-544P
53782,RP11-356M20.3
53783,RP11-363J17.1
53784,SNRPFP3
53785,RN7SL456P
53786,AL121656.5
53787,AC007384.1
53788,RP11-766F14.2
53789,SLC22A8
53790,RP11-271K11.5
53791,RP11-766F14.1
53792,ANKRA2
53793,TRAV34
53794,TRAV35
53795,AC011515.2
53796,TRAV30
53797,UHRF2P1
53798,TRAV32
53799,TRAV33
53800,RP11-146F11.3
53801,OR4F13P
53802,RP11-146F11.1
53803,TRAV39
53804,PICALM
53805,RP11-146F11.4
53806,RP11-229E13.4
53807,RP1-28O10.1
53808,UBE2QL1
53809,GTF3AP2
53810,ANKHD1-EIF4EBP3
53811,HIPK1-AS1
53812,RP11-356M20.1
53813,RNA5SP318
53814,RNA5SP319
53815,CYP2B7P
53816,RNA5SP315
53817,AC016743.1
53818,RNA5SP317
53819,RNA5SP310
53820,RNA5SP311
53821,RNA5SP312
53822,TRMT11
53823,CHML
53824,TRMT13
53825,RNU6-225P
53826,ANAPC16
53827,ANAPC11
53828,ANAPC10
53829,RNU1-16P
53830,RPL21P40
53831,AC017053.1
53832,RP11-647K16.1
53833,DSG2-AS1
53834,MYC
53835,MYB
53836,SLC9B1P4
53837,SLC9B1P2
53838,SLC9B1P3
53839,SLC9B1P1
53840,ALOX5
53841,RP11-407P18.1
53842,RP3-471C18.1
53843,RP3-471C18.2
53844,WI2-2334D6.1
53845,TRMT1L
53846,RP11-583F2.2
53847,CTC-786C10.1
53848,AC023050.1
53849,KB-1183D5.18
53850,AP000870.1
53851,LACE1
53852,SPC25
53853,TRPC5OS
53854,AC002127.2
53855,ART2P
53856,RP11-472M19.2
53857,RP11-299D14.2
53858,OR5AK1P
53859,OFD1P7Y
53860,AC002127.4
53861,RNU1-106P
53862,METAP1
53863,METAP2
53864,MIR9-1
53865,MIR9-2
53866,MIR9-3
53867,SNORD56
53868,DPRXP4
53869,DPRXP5
53870,DPRXP6
53871,RP11-147G16.1
53872,AC093817.1
53873,DPRXP2
53874,DPRXP3
53875,AC113167.2
53876,AC113167.1
53877,RP11-358D14.3
53878,PILRA
53879,PILRB
53880,RP11-349H17.2
53881,RP11-399H11.3
53882,RP11-399H11.2
53883,BOLA2P3
53884,MIR4718
53885,TMEM170B
53886,TMEM170A
53887,BOLA2P2
53888,SNORD113-8
53889,SNORD113-9
53890,MAGOH3P
53891,RP11-674E16.4
53892,SNORD113-4
53893,SNORD113-5
53894,SNORD113-6
53895,SNORD113-7
53896,SNORD113-1
53897,SNORD113-2
53898,SNORD113-3
53899,AC011290.5
53900,AC011290.4
53901,RP11-61G23.2
53902,HADH
53903,KL
53904,USF1P1
53905,MRAP2
53906,OR5AQ1P
53907,RP11-1152B5.1
53908,RNU6-715P
53909,GNAI2P2
53910,RP3-477M7.5
53911,RP3-477M7.6
53912,RP11-168O16.1
53913,RP11-168O16.2
53914,TRBV5-2
53915,PRAMEF13
53916,VTRNA3-1P
53917,AC137675.1
53918,CTD-2027I19.2
53919,CCDC66
53920,AC005725.1
53921,RP11-158L12.4
53922,OR10X1
53923,SNORD96B
53924,SNORD96A
53925,MIR4778
53926,TBC1D8
53927,TBC1D9
53928,SGOL1-AS1
53929,MRPS35
53930,MRPS34
53931,TBC1D2
53932,MRPS36
53933,TBC1D4
53934,AC090286.4
53935,MRPS33
53936,TBC1D7
53937,HSPA12B
53938,HSPA12A
53939,RP11-385D13.1
53940,AC142528.1
53941,FP325331.1
53942,FAM127C
53943,FAM127B
53944,FAM127A
53945,RNU5F-3P
53946,RNU6ATAC21P
53947,SNUPN
53948,MIR4770
53949,RP11-463D19.2
53950,AL138714.1
53951,CTB-118P15.3
53952,PARVA
53953,CLEC6A
53954,RP11-749H17.1
53955,RP11-749H17.2
53956,RP11-481J2.2
53957,PARVG
53958,AL137006.1
53959,AC058791.1
53960,RP11-481J2.4
53961,AMOT
53962,RP11-382D12.1
53963,RP11-382D12.2
53964,RNU6-408P
53965,VN1R87P
53966,LEKR1
53967,RP11-234O6.2
53968,RP11-384F7.2
53969,AC109357.1
53970,AC005730.2
53971,FRMD4A
53972,U4atac
53973,FRMD4B
53974,TRPA1
53975,LINC00706
53976,MIR1539
53977,RP13-653N12.1
53978,SNORD38B
53979,SNORD38A
53980,RP13-653N12.2
53981,LSM12
53982,LSM10
53983,LSM11
53984,MIR4710
53985,RP11-216N21.2
53986,RP11-3L23.2
53987,POM121L14P
53988,RP11-180C16.1
53989,MIR3186
53990,RP11-893F2.13
53991,RP11-21A7A.4
53992,MIR6745
53993,RP11-175M2.1
53994,RP11-374I15.1
53995,RP11-159D12.6
53996,RP11-557C9.1
53997,RP11-557C9.3
53998,KRTAP13-5P
53999,RN7SL237P
54000,TBX5-AS1
54001,RP11-460G11.2
54002,AC012005.4
54003,AC012005.2
54004,AC012005.3
54005,IGHV3-25
54006,RP11-616M22.10
54007,PRPF38A
54008,PRPF38B
54009,RPS20P14
54010,RP11-575I8.1
54011,WDSUB1
54012,RP11-705O24.1
54013,U91324.1
54014,RP11-117N2.2
54015,AC004987.9
54016,ALDH9A1
54017,AC006042.8
54018,IGHV3-22
54019,OR51AB1P
54020,AC024619.2
54021,AC006042.6
54022,AC006042.7
54023,RP11-468E2.10
54024,RP5-851M4.1
54025,CTD-2078B5.2
54026,RP11-6C14.1
54027,GPM6A
54028,FABP3P2
54029,GPM6B
54030,RP5-1121A15.3
54031,FANCD2P2
54032,AC074117.10
54033,AC074117.13
54034,RP11-321C24.1
54035,OR4R2P
54036,AC104687.1
54037,ANXA2P1
54038,RNU7-73P
54039,NOB1
54040,ANXA2P2
54041,LINC01143
54042,LINC01142
54043,LINC01141
54044,LINC01140
54045,OR7D2
54046,LINC01149
54047,OR7D4
54048,DYSF
54049,CTD-2023M8.1
54050,RP11-738E22.3
54051,RP11-384B12.2
54052,GATA6
54053,GATA4
54054,GATA5
54055,GATA2
54056,RNU6-1134P
54057,AL592310.1
54058,GATA1
54059,CTD-2309H9.3
54060,CTD-2309H9.2
54061,MIR4665
54062,MIR4664
54063,MIR4663
54064,MIR4661
54065,CTD-2309H9.4
54066,CCND1
54067,CCND3
54068,CCND2
54069,MRRFP1
54070,RNU6-516P
54071,RN7SKP65
54072,RN7SKP64
54073,RN7SKP67
54074,OR9N1P
54075,RN7SKP61
54076,RN7SKP60
54077,RN7SKP63
54078,RN7SKP62
54079,RNU7-48P
54080,RN7SKP69
54081,RN7SKP68
54082,RP11-525K10.1
54083,AC090660.1
54084,AP003558.1
54085,RPS27L
54086,RP11-29A19.2
54087,RPS27A
54088,RP11-242C24.3
54089,RP11-242C24.2
54090,MIR23A
54091,SLC25A6P2
54092,OR5P4P
54093,MIR23B
54094,RP11-840I19.3
54095,SLC25A6P6
54096,SLC25A6P5
54097,SLC25A6P4
54098,RP11-373L24.1
54099,CXXC1P1
54100,CTD-2299N12.1
54101,AC117507.1
54102,AC008514.1
54103,RP11-226L15.1
54104,AC110769.3
54105,RPL10P15
54106,CTD-2349P21.3
54107,RP11-342H21.2
54108,CASKP1
54109,RP11-428I12.1
54110,AC073094.4
54111,RN7SL105P
54112,DPCD
54113,RNA5SP157
54114,HNRNPCL1
54115,AC139100.3
54116,HNRNPCL3
54117,RP11-226L15.5
54118,HNRNPCL4
54119,AC139100.4
54120,AC007881.4
54121,RNU6-869P
54122,RNA5SP155
54123,INSIG2
54124,AC007881.1
54125,INSIG1
54126,AC091643.1
54127,TMX2-CTNND1
54128,RP11-439L18.1
54129,RP11-250H24.6
54130,PAFAH2
54131,RP11-439L18.2
54132,RP11-250H24.2
54133,VN1R12P
54134,AL021807.1
54135,ARL14EPL
54136,AC007386.2
54137,AC007386.3
54138,AC007386.4
54139,SRD5A2
54140,RNU6-364P
54141,LINC00423
54142,ZNF75BP
54143,RP11-296E3.2
54144,ABCA8
54145,RP11-276E15.4
54146,AC018512.1
54147,LINC00421
54148,CTA-276F8.2
54149,CTA-276F8.1
54150,LINC00427
54151,AL732375.2
54152,CTD-2074D8.1
54153,LINC00426
54154,TAF13
54155,SART3
54156,TAF11
54157,TAF10
54158,TAF15
54159,FH
54160,RP11-789C7.1
54161,LINC00424
54162,NDUFV3
54163,NDUFV2
54164,NDUFV1
54165,AC074264.1
54166,RP11-168E17.1
54167,AC073137.1
54168,RP5-983L19.2
54169,RP11-40A13.1
54170,RP11-40A13.2
54171,RNU6-927P
54172,RP11-324H9.1
54173,RP11-762I7.4
54174,RP11-762I7.5
54175,LAMA1
54176,LAMA2
54177,LAMA3
54178,LAMA4
54179,LAMA5
54180,RNU6-1206P
54181,RP11-159F24.6
54182,RP11-159F24.5
54183,RP11-159F24.3
54184,RP11-159F24.2
54185,RP11-152C17.1
54186,RP11-309N24.1
54187,TAF1C
54188,TAF1B
54189,F2
54190,F3
54191,F5
54192,TRIOBP
54193,TAF1D
54194,F8
54195,F9
54196,AC002310.7
54197,ASCL3
54198,TAF1L
54199,HTR3D
54200,HTR3E
54201,HTR3B
54202,HTR3C
54203,HTR3A
54204,RP11-390N6.1
54205,HSFY6P
54206,GS1-115M3.4
54207,GS1-115M3.3
54208,FCAMR
54209,AC007969.4
54210,HS2ST1
54211,RP11-385G16.1
54212,SNHG3
54213,CTB-60B18.10
54214,RNU6-1308P
54215,BAALC
54216,RP5-881L22.5
54217,ETV5-AS1
54218,RP5-881L22.6
54219,RP11-256L11.3
54220,RP11-277J24.1
54221,RP1-111C20.3
54222,RP11-286N3.2
54223,RP1-111C20.4
54224,RNU6-1293P
54225,RP1-117P20.3
54226,RP11-790I12.4
54227,DYNLRB2
54228,DYNLRB1
54229,RP1-29C18.8
54230,RP1-29C18.9
54231,CTC-304I17.5
54232,CTC-304I17.4
54233,CYR61
54234,AC099805.1
54235,CTC-304I17.1
54236,AL445232.1
54237,ABO
54238,RP11-474D1.1
54239,ABR
54240,RP4-719C8.1
54241,RP11-1028N23.4
54242,SLC6A6P1
54243,ATP4A
54244,ATP4B
54245,CH17-12M21.1
54246,FAM228B
54247,FAM228A
54248,RP4-663N10.3
54249,RP11-343C2.9
54250,AC007041.1
54251,RP11-212J19.1
54252,RP11-389G6.3
54253,RP11-389G6.4
54254,ATP5LP7
54255,ATP5LP6
54256,ARAF
54257,ATP8A2P3
54258,RP11-686N4.1
54259,ATP8A2P1
54260,AC113617.1
54261,TEPP
54262,CTD-2510F5.6
54263,RP11-1096G20.5
54264,RP5-1186N24.3
54265,RP11-592N21.2
54266,RP11-570J4.2
54267,GS1-5L10.1
54268,FRMD6-AS2
54269,ZNF705G
54270,RP11-253E3.3
54271,ZNF705E
54272,ZNF705D
54273,ZNF705B
54274,ZNF705A
54275,MTND4P17
54276,RN7SL704P
54277,TEP1
54278,MTND4P14
54279,NR2F2-AS1
54280,CYP2A7P1
54281,RP11-434P11.2
54282,RP11-434P11.1
54283,TEX261
54284,TEX264
54285,AC017019.1
54286,SEC63P1
54287,SEC63P2
54288,SAMD9L
54289,RNU6-1057P
54290,ANKRD20A5P
54291,RN7SL263P
54292,C1QC
54293,C1QB
54294,C1QA
54295,PKHD1
54296,VSIG8
54297,VSIG4
54298,RN7SL602P
54299,VSIG2
54300,VSIG1
54301,RP11-264L1.2
54302,SHPRH
54303,RP11-694I15.7
54304,MIR8058
54305,ADORA2A
54306,ADORA2B
54307,RP11-138J23.1
54308,RP3-368A4.6
54309,RP11-317N8.4
54310,RP11-317N8.5
54311,Z82214.3
54312,IHH
54313,RNU6-731P
54314,RP11-317N8.3
54315,AP000745.1
54316,CTD-2315M5.2
54317,MIR8059
54318,RP3-468K18.7
54319,RP1-105O18.1
54320,CSK
54321,RP11-173D14.3
54322,CNOT11
54323,CNOT10
54324,RP1-78O14.1
54325,RNU1-76P
54326,RP1-305B16.3
54327,AC017006.3
54328,RNU6-1162P
54329,RP11-313D6.3
54330,RP11-569G13.3
54331,RP4-593C16.4
54332,TRIM49B
54333,TRIM49C
54334,RP11-3N13.2
54335,CD74
54336,CD70
54337,RP11-439H13.2
54338,CD72
54339,CLOCK
54340,AC104843.3
54341,AC104843.4
54342,RP11-977P2.1
54343,SH3BP4
54344,SNORD115-37
54345,SNORD115-34
54346,SNORD115-35
54347,SNORD115-32
54348,SH3BP1
54349,SNORD115-30
54350,ST6GALNAC6
54351,RN7SL155P
54352,SNORD115-38
54353,SNORD115-39
54354,RP3-486D24.1
54355,FASTKD5
54356,FASTKD2
54357,FASTKD3
54358,FASTKD1
54359,RP11-108L7.14
54360,PCDHB19P
54361,CYB5D1
54362,RNU6-604P
54363,CYB5D2
54364,SRP72
54365,BCO1
54366,ANKRD54P1
54367,RP11-459A10.1
54368,MAPK4
54369,PAF1
54370,AC069243.1
54371,RP11-130F10.1
54372,RP11-429B14.3
54373,REP15
54374,VPS26BP1
54375,RNU1-133P
54376,KIR2DP1
54377,TRBV10-3
54378,RP11-559M23.1
54379,SPATC1
54380,MILR1
54381,AC005189.6
54382,RBBP4P5
54383,AATK
54384,RBBP4P6
54385,RBBP4P1
54386,RP11-90K6.1
54387,RBBP4P3
54388,RBBP4P2
54389,RP1-232N11.2
54390,ESPNP
54391,SNORD53_SNORD92
54392,AL583860.1
54393,AC010235.1
54394,GNB1L
54395,SNRPCP10
54396,C15orf65
54397,CTC-435M10.10
54398,RNU6-1254P
54399,CTC-435M10.12
54400,RP6-191P20.4
54401,UNC119
54402,RP11-390P24.1
54403,RP6-191P20.3
54404,MIR576
54405,MIR577
54406,MIR574
54407,MIR575
54408,MIR572
54409,MIR573
54410,MIR570
54411,MIR571
54412,RP11-375B1.1
54413,RP11-375B1.2
54414,CTD-2049O17.1
54415,MIR578
54416,MIR579
54417,KCND1
54418,MFSD8
54419,KCND3
54420,KCND2
54421,CCHCR1
54422,C2orf27AP3
54423,RP11-685F15.1
54424,C2orf27AP1
54425,MFSD1
54426,MFSD3
54427,MFSD5
54428,MFSD4
54429,MFSD7
54430,ABHD14B
54431,RP3-425P12.1
54432,RP3-425P12.2
54433,RP3-425P12.4
54434,RP3-425P12.5
54435,RN7SL807P
54436,IL6STP1
54437,TAMM41
54438,RP11-47F1.1
54439,DDX26B
54440,CTD-2372A4.1
54441,MIR509-3
54442,RP11-807H17.1
54443,MAP6D1
54444,AL008707.1
54445,GAPDHP62
54446,GAPDHP63
54447,GAPDHP60
54448,GAPDHP61
54449,GAPDHP66
54450,GAPDHP67
54451,KRT18P64
54452,NCDN
54453,KAT6B
54454,KAT6A
54455,GAPDHP69
54456,RP11-138C9.1
54457,WISP1-OT1
54458,TCAM1P
54459,AC067969.3
54460,AC067969.2
54461,RP11-94C24.11
54462,RP11-346D6.4
54463,CTD-2196E14.8
54464,RNU6-576P
54465,BHLHE40
54466,BHLHE41
54467,OR8G1
54468,CTD-2525I3.8
54469,CTB-167B5.1
54470,MAGI3
54471,MAGI2
54472,MAGI1
54473,AC007967.4
54474,UGT2B7
54475,UGT2B4
54476,OR10D4P
54477,NGEF
54478,RNU6-106P
54479,ST7-OT4
54480,CTD-3105H18.18
54481,RP11-627D16.2
54482,AL672043.1
54483,RPL34P17
54484,ARMC4P1
54485,GAPT
54486,AC013660.1
54487,CTB-60E11.9
54488,RP11-570K4.1
54489,MAGIX
54490,CCL16
54491,MIR4450
54492,NDUFA12P1
54493,BST1
54494,AC133041.1
54495,CCL19
54496,CCND2P1
54497,RN7SKP268
54498,AC013444.1
54499,AP000563.2
54500,KDM4C
54501,AC013444.2
54502,TRIM64DP
54503,RP11-45A17.3
54504,KRT18P61
54505,CARM1
54506,RP11-324J13.2
54507,RP1-265C24.5
54508,RN7SKP265
54509,RP1-265C24.8
54510,RP11-11C20.3
54511,RP11-11C20.1
54512,MRPS18CP4
54513,MRPS18CP6
54514,RP11-203M5.2
54515,XXbac-BPG299F13.17
54516,RNU1-139P
54517,AC079340.1
54518,RP11-744A16.4
54519,GRINA
54520,RP11-673F18.1
54521,SLC25A36P1
54522,RP11-109D20.1
54523,EHHADH-AS1
54524,RN7SKP263
54525,MIR4453
54526,MIR1587
54527,RP11-690I21.3
54528,RP11-690I21.2
54529,RP11-690I21.1
54530,RP11-5P18.5
54531,RP11-5P18.1
54532,RP11-5P18.3
54533,SDHAP2
54534,SDHAP3
54535,SDHAP1
54536,SMTNL1
54537,SMTNL2
54538,IMPG2
54539,IMPG1
54540,VWA5A
54541,RP11-223P11.3
54542,RP11-223P11.2
54543,MTND1P7
54544,CTD-3051D23.1
54545,ATP6AP1L
54546,C1orf101
54547,RP11-114F10.3
54548,CTD-2630F21.1
54549,TNIK
54550,NMI
54551,RP11-136G2.1
54552,AL353147.1
54553,AC079248.1
54554,GS1-24F4.3
54555,GCSAM
54556,OR10A4
54557,RNA5SP299
54558,RNA5SP298
54559,C1orf106
54560,RNA5SP291
54561,RNA5SP290
54562,RNA5SP293
54563,RNA5SP292
54564,RNA5SP295
54565,RNA5SP294
54566,RNA5SP297
54567,RNA5SP296
54568,KCNU1
54569,MIR4457
54570,RP11-789C2.1
54571,MARCKSL1
54572,RPL7P56
54573,LY6E
54574,LY6D
54575,RPL7P53
54576,RPL7P52
54577,RPL7P51
54578,LL22NC03-13G6.2
54579,LY6K
54580,RPL7P59
54581,LY6H
54582,RP11-164J13.1
54583,LA16c-380F5.3
54584,OR51M1
54585,LA16c-380F5.1
54586,OCLN
54587,TYW5
54588,OCLM
54589,TYW1
54590,TYW3
54591,CTD-3185P2.1
54592,GPR37L1
54593,RNA5SP129
54594,RNA5SP128
54595,RNA5SP127
54596,RNA5SP126
54597,RNA5SP125
54598,RNA5SP124
54599,RNA5SP123
54600,RNA5SP122
54601,RNA5SP121
54602,RNA5SP120
54603,RNU11-4P
54604,DUSP8P5
54605,DUSP8P4
54606,DUSP8P3
54607,WBP1LP8
54608,RNU6-648P
54609,RP13-942N8.1
54610,CFC1
54611,RP11-200A13.1
54612,RP11-471B22.2
54613,RP11-200A13.3
54614,RP5-974N19.1
54615,SPATA22
54616,RP11-886P16.10
54617,SPATA20
54618,SPATA21
54619,RP11-861E21.3
54620,CYCS
54621,SPATA25
54622,CTD-2307P3.1
54623,RP11-119J18.1
54624,RP5-943J3.2
54625,TCP10L2
54626,MCUR1
54627,AC245470.1
54628,RP11-471B22.3
54629,RP11-38F22.1
54630,AC005264.2
54631,RN7SL69P
54632,C2orf70
54633,C2orf71
54634,C2orf72
54635,C2orf73
54636,C2orf74
54637,C2orf76
54638,C2orf78
54639,AC021134.1
54640,RP11-480G7.3
54641,RP11-480G7.2
54642,OR52E6
54643,OR52E5
54644,OR52E4
54645,OR52E2
54646,OR52E1
54647,RP11-488L18.4
54648,CTD-3018O17.6
54649,OR52E8
54650,RP11-576E20.1
54651,RP11-488L18.6
54652,RP11-597A11.11
54653,AL133249.1
54654,RP11-488L18.1
54655,RP11-1070N10.3
54656,RNU6-690P
54657,RP11-1070N10.5
54658,RP11-1070N10.6
54659,DEFB109P3
54660,SNHG20
54661,SNHG21
54662,SNHG22
54663,SNHG23
54664,SNHG24
54665,RP11-488L18.3
54666,KB-1208A12.3
54667,EXOC6B
54668,CYC1
54669,RP11-388P9.2
54670,AC005013.5
54671,RP11-543F8.3
54672,RP11-543F8.2
54673,RP11-395E19.4
54674,SPATA2L
54675,RP11-324L17.1
54676,RNU6-705P
54677,RP11-395E19.5
54678,RP11-80H5.5
54679,RNU6-696P
54680,RP11-37B2.1
54681,AL590558.1
54682,AC006557.1
54683,AL591668.1
54684,RN7SL806P
54685,RN7SL428P
54686,RP1-66H9.1
54687,PDZD11
54688,AC009947.2
54689,RP11-402J7.2
54690,KRTAP9-12P
54691,RP11-683L23.6
54692,CYP39A1
54693,RP11-1102P22.3
54694,RP11-1102P22.2
54695,RP11-1102P22.1
54696,CTB-61M7.1
54697,XXbac-BPG246D15.9
54698,SCAMP4
54699,AC016757.3
54700,SCAMP2
54701,SCAMP3
54702,WAC-AS1
54703,SCAMP1
54704,RTL1
54705,CRYBB2P1
54706,TSPAN2
54707,C7orf43
54708,RP11-584P21.4
54709,TSPAN1
54710,TSPAN6
54711,TSPAN7
54712,TSPAN4
54713,TSPAN5
54714,AL096869.1
54715,TSPAN8
54716,TSPAN9
54717,AC137934.1
54718,RN7SL370P
54719,ZNF444
54720,ZNF445
54721,ZNF446
54722,ZNF440
54723,ZNF441
54724,ZNF442
54725,ZNF443
54726,MIR548H1
54727,RP11-133M8.3
54728,MIR548H3
54729,MIR548H2
54730,MIR548H5
54731,ZNF449
54732,L3MBTL1
54733,L3MBTL3
54734,L3MBTL2
54735,L3MBTL4
54736,CTD-2037L6.2
54737,SERAC1
54738,CCDC148-AS1
54739,CTD-2007F2.1
54740,CINP
54741,BBOX1-AS1
54742,RP11-665E10.4
54743,KDM5C-IT1
54744,RASD2
54745,RASD1
54746,CTA-520D8.2
54747,MIR6853
54748,CTB-193M12.1
54749,RP11-885L14.1
54750,PSENEN
54751,AP000344.3
54752,AC016747.3
54753,AC016747.1
54754,CTC-360J11.5
54755,MARCKSL1P2
54756,MARCKSL1P1
